Butikk;Longitude;Latitude;Forvalt.visitorAddress.addressLine;Forvalt.visitorAddress.postPlace;Forvalt.visitorAddress.zipCode;Kjøpesenter
SYNSAM STOKKE;10,30332213;59,22211398;Kornmagasingata 7;Stokke;3160;
STILK & STÆSJ AS;6,54672072;60,06857495;Bakkegata 2;Odda;5750;
LAMPEMAGASINET CARL BERNER;10,77623354;59,92546969;Trondheimsveien 111;Oslo;0565;
SKEIDAR LØRENSKOG AS;10,9535232;59,91861505;Gamleveien 88;Lørenskog;1461;
MØBELRINGEN STEINKJER AS;11,49527307;64,00835108;Sjøfartsgata 10;Steinkjer;7714;
SKEIDAR OTTA AS;9,53672386;61,77576694;Skansen 2B;Otta;2670;
HOVLAND VIGDAL OPTIKK AS;7,268259619;61,63615354;c/o Jannicke Hovland Vigdal Haugåsen 3;Jostedal;6871;AMFI Sogningen
HEMSEDAL ELEKTRO AS;8,56793393;60,86109736;Hemsedalsvegen 2881;Hemsedal;3560;
PRINCESS AVD 625 HERBARIUM;5,72830125;58,96986612;Lars Hertervigs gate 6;Stavanger;4005;
NILLE GULLGRUVEN BERGEN;5,33290248;60,47261453;Liamyrane 1;Nyborg;5132;
DECADES TRONDHEIM TORG AVD 480;10,39371835;63,43036208;Trondheim Torg Kongens gate 9;Trondheim;7013;Trondheim Torg
MATCH FLISA AVD 275;12,0104349;60,61136941;Kaffegata 23;Flisa;2270;
CUBUS ÅSANE STORSENTER AVD 82B;5,32262842;60,46623688;Åsane Senter 42;Ulset;5116;Åsane Storsenter
ZAVANNA ROSENLUND BYDELSSENTER AVD 526;10,45272301;61,12755569;Gudbrandsdalsvegen 188;Lillehammer;2619;
ZAVANNA RYGGE STORSENTER AVD 528;10,68249754;59,41606749;Carlbergveien 2;Moss;1526;
MUSTI LAKSEVÅG;5,28645429;60,38933527;Kringsjåveien 83;Laksevåg;5163;
EUROSKO MAXI;5,73965241;58,84822783;Gravarsveien 7;Sandnes;4306;
SKINTONIC MOLDETORGET;7,15895888;62,73691112;Torget 1;Molde;6413;
FLISEKOMPANIET AS AVD SKI;10,83710673;59,7146509;Åsveien 3;Ski;1424;
VERO MODA KROKSTADELVA 1479;9,99915888;59,75614519;Sandsgata 20;Krokstadelva;3055;Buskerud Storsenter
VERO MODA SARPSBORG - AMFI BORG 386287;11,08290975;59,27403313;Klokkergårdveien 31;Sarpsborg;1711;AMFI Borg
CHRISTIANIA BELYSNING AS AVD CC VEST;10,6360473;59,91740458;Lilleakerveien 16;Oslo;0283;
SKECHERS RETAIL BERGEN;5,33181448;60,38923732;Strømgaten 8;Bergen;5015;Bergen Storsenter
TESS NORD AS AVD BODØ;14,40245669;67,29682723;Jernbaneveien 34;Bodø;8012;
TELIA NORGE AS TELIA AVD SANDVIKA STORSENTER;10,51949571;59,8905829;Brodtkorbsgate 7;Sandvika;1338;
KICKS NORGE AS AVD 713 OSLO LAMBERTSETER SENTER;10,81046247;59,87491425;Cecilie Thorsens vei 17-23;Oslo;1153;
SYNSAM SORTLAND;15,41604515;68,69579872;Rådhusgata 11;Sortland;8400;
COOP MIDT NORGE SA AVD 142 COOP MARKED KVAM;11,74049409;64,13986424;Kvamskjerkvegen 20;Steinkjer;7732;
COOP MIDT NORGE SA AVD 148 COOP MARKED HARRAN;12,49307696;64,56111793;Namsenvegen 1517;Harran;7873;
PRINCESS AVD 306 ELVERUM;11,56557636;60,87816925;Kremmertorget Kirkevegen 4;Elverum;2414;Kremmertorget
DRESSMANN AS AVD 130 AMANDA STORSENTER;5,33174967;59,39518083;Longhammarvegen 27;Haugesund;5536;Alti Amanda
EUROSKO VERDAL;11,48524938;63,79185223;Jernbanegata 11;Verdal;7650;AMFI Verdal
SYNSAM ÅRNES;11,46802352;60,12155332;Skolegata 15B;Årnes;2150;
KID INTERIØR AS 67 AVD HUSNES;5,75600333;59,86209742;Sentrumsvegen 15;Husnes;5460;Husnes Storsenter
SELECTED ÅLESUND AMFI MOA;6,35153421;62,46481726;Langelandsvegen 25;Ålesund;6010;AMFI Moa
B.YOUNG OASEN;5,30788142;59,37792906;Austbøvegen 16;Karmsund;5542;Oasen Storsenter
JERNIA HELLSENTERET;10,91124796;63,44783053;Sandfærhus 24;Stjørdal;7502;
NORSK BUTIKKDRIFT AS EXTRA NESBYEN;9,11146646;60,5706311;Rukkedalsvegen 9;Nesbyen;3540;
MATCH HAREBAKKEN AVD 294;8,74709126;58,47431621;Langsæveien 5;Arendal;4846;Harebakken Senter
CUBUS KLØFTA AVD 930;11,17419776;60,28111772;Gladbakkvegen 1;Råholt;2070;Romeriksenteret
MEKO NORWAY AS AVD SKIEN;9,63530605;59,16283531;Porsgrunnsvegen 261;Skien;3736;
FELLESKJØPET RØROS 1580 BUTIKK;11,38015504;62,57379285;Tollef Bredals vei 9;Røros;7374;
COOP OPPDAL SA 303 HUS OG HJEM OPPDAL;9,69033084;62,59501235;Aunevegen 3;Oppdal;7340;
BYGGMAX GJØVIK;10,6383457;60,7785858;Damvegen 2;Hunndalen;2827;
MALORAMA AS AVD BILLINGSTAD;10,49120452;59,87373314;Billingstadsletta 30;Billingstad;1396;
NARVESEN BUTIKKEN 303 FARMANSSTREDET;10,41176441;59,26928606;Jernbanegaten 1D;Tønsberg;3110;Farmandstredet
NILLE VIKERSUND;9,99405005;59,96536039;Vikersundgata 32;Vikersund;3370;
MATCH SVOLVÆR AVD 284;14,55905828;68,23329326;Amfi Svolvær Lofotgata 33;Svolvær;8300;
TESS ØST AS AVD DOKKA;10,05081894;60,83183448;Rosteinvegen 12;Dokka;2870;
BERGGÅRD AMUNDSEN & CO AS AVD LILLEHAMMER;10,44828267;61,1311408;Oskar Skoglys veg 2;Lillehammer;2619;
ZAVANNA FLISA STORMARKED AVD 592;12,0104349;60,61136941;Kaffegata 23;Flisa;2270;
ZAVANNA STOKMARKNES AVD 670;14,91235844;68,56700471;Markedsgata 11;Stokmarknes;8450;
WÜRTH NORGE AS AVD 22 KRISTIANSUND;7,77943731;63,10957515;Verkstedveien 9;Kristiansund N;6517;
VERO MODA SIRKUS SHOPPING 431016;10,45502353;63,43678641;Falkenborgvegen 1;Trondheim;7044;
HEIDENREICH AS AVD JESSHEIM;11,1872806;60,14996197;Energivegen 9;Jessheim;2069;
HEIDENREICH AS AVD NARVIK;17,4191179;68,4054613;Ankenesveien 3;Ankenes;8520;
STORCASH NORGE AS BODØ STORCASH;14,41123597;67,29217975;Teglverkveien 17;Bodø;8006;
LAMPEMAGASINET ROLFSØY;10,99775392;59,2528521;Dikeveien 29;Rolvsøy;1661;Østfoldhallene
CHRISTIANIA BELYSNING AS AVD DRØBAK;10,65853691;59,67278411;Holterveien 3;Drøbak;1448;AMFI Drøbak City
SPAR SKJOLDTUN;5,33784547;60,30373688;Hjortevegen 2;Rådal;5236;
MASKE AS AVD NAMSOS;11,50794861;64,46691037;Søren R Thornæs veg 10;Namsos;7800;
SONEPAR NORGE AS AVD SANDEFJORD;10,24525748;59,13094622;Uranienborgveien 1B;Sandefjord;3217;
CEWE NORGE AS AVD 26;10,83790396;59,71913051;Torgveien 4;Ski;1400;
FLÜGGER FARVE SKI;10,83603085;59,7164168;Jernbanesvingen 6;Ski;1400;Ski Storsenter
SKECHERS RETAIL HORISONT;5,32315898;60,47040789;Myrdalsvegen 2;Nyborg;5130;
G HAGEN AS AVD GULL/SØLV /UR;23,68364816;70,6622945;Kirkegata 2;Hammerfest;9600;
ONNINEN AS AVD HVAM;11,00452265;59,97784045;Hvamsvingen 24;Skjetten;2013;
JOHS OLSEN AS AVD JESSHEIM;11,18497484;60,14860736;Industrivegen 17;Jessheim;2069;
TOOLS AS AVD MOSJØEN;13,19157167;65,8512594;Havnegata 62;Mosjøen;8663;
TESS NORD AS AVD AUKRA;6,920117;62,83197406;Tverrvegen 53;Aukra;6480;
RØNNEBERG AUTO INDUSTRI AS AVD STRYN;6,72527855;61,90553762;Tonningsgata 34;Stryn;6783;
MALORAMA AS AVD ÅSANE;5,34435426;60,47424158;Langarinden 1;Nyborg;5132;
MALORAMA AS AVD DIKEVEIEN;10,99887767;59,25314923;Dikeveien 35;Rolvsøy;1661;
IKEA PLANLEGGINGS- OG BESTILLINGSPUNKT AKERSGATA;10,74203815;59,9134693;Akersgata 28;Oslo;0158;
MAANESTEN AS AVD SOLSIDEN;10,41209451;63,43523598;Beddingen 10;Trondheim;7042;
MAANESTEN AS AVD STEEN & STRØM;10,74275617;59,91215725;Nedre Slottsgate 8;Oslo;0157;
SELECTED CITY LADE;10,44651791;63,44368811;Haakon VII's gate 9;Trondheim;7041;
SYNSAM KONGSBERG STORTORVET;9,65186673;59,66885857;Karsches gate 3;Kongsberg;3611;Stortorvet Kongsberg
TROMS SALGSSENTRAL AS AVD FINNSNES;17,98190985;69,2276506;Ringveien 24;Finnsnes;9300;
JACOB KLETTE OPTIKK AS AVD ØRNES;13,7076338;66,87287074;Chr. Tidemanns vei 2;Ørnes;8150;
HEIDENREICH AS SERVICESENTER SOLHEIMSVIKEN;5,33663362;60,37964524;Møllendalsveien 1A;Bergen;5009;
MASKE BANDAGIST AS AVD MO I RANA;14,13632151;66,30934967;Fridtjof Nansens gate 9;Mo i Rana;8622;
JACOB KLETTE OPTIKK AS AVD ROGNAN;15,39299651;67,10297992;Jernbanegata 3;Rognan;8250;
COOP PRIX BRUVOLL;8,09281497;61,9142863;Bråtåvegen 6;Nordberg;2693;
BRØDRENE DAHL AS AVD SANDNESSJØEN;12,65335002;66,01924448;Øyvind Lambes vei 23;Sandnessjøen;8803;
GULLFUNN STJØRDAL AVD 229;10,92426802;63,46877159;Stokmovegen 2;Stjørdal;7500;
FLÜGGER FARVE FORUS;5,7425038;58,88965142;Forusskogen 1;Stavanger;4031;
FLÜGGER FARVE ASKER;10,44127786;59,83463419;Folabruveien 9;Asker;1384;
PRINCESS AVD 434 SUNNDAL;8,56680557;62,67353664;Sunndalsvegen 14;Sunndalsøra;6600;Alti Sunndal
FLÜGGER FARVE LARVIK;10,06116391;59,07841596;Elveveien 135;Larvik;3271;
PRINCESS AVD 432 STORKAIA;7,73294983;63,11062601;Arnulf Øverlandsgate 2-8;Kristiansund N;6509;
DECADES LILLESTRØM TORV AVD 421;11,04873239;59,95602645;Torvet 6;Lillestrøm;2000;Lillestrøm Torv
HEIDENREICH AS AVD SERVICESENTER NYDALEN;10,76904228;59,95270895;Rolf Wickstrøms vei 15;Oslo;0484;
TRIUMPH INTERNATIONAL AS AVD HAUGESUND;5,27185191;59,41110858;Haraldsgata 101;Haugesund;5528;
COOP MIDT NORGE SA AVD 156 COOP BYGGMIX MERÅKER;11,73913666;63,41298462;Sørsidveien 20;Meråker;7530;
FLÜGGER FARVE HØNENGATEN;10,26831241;60,17715942;Hønengata 69;Hønefoss;3515;
COOP MIDT NORGE SA AVD 7 COOP MARKED NAUSTBUKTA;11,75916504;64,98389075;Gravvikvegen 1510;Naustbukta;7990;
LAMPEMAGASINET LILLESTRØM;11,0509657;59,95709668;Solheimsgata 18;Lillestrøm;2000;
ESTEE LAUDER AVD TRONDHEIM;10,39371835;63,43036208;Kongens gate 9;Trondheim;7013;
COOP FINNMARK SA AVD MARKED BILLEFJORD;25,046925;70,31551;Vestre Porsangerveien 3199;Indre Billefjord;9710;
COOP PRIX BØRSTAD;11,08944116;60,7985281;Lars Hollos gate 1;Hamar;2318;
SPAR FAGERSTRAND;10,5961359;59,73801776;Myklerudveien 5;Fagerstrand;1454;
HEIDENREICH AS AVD ALTA;23,33824439;69,97997294;Blåskjellveien 7;Alta;9515;
KRAEMER MARITIME AS AVD KIRKENES;30,05899833;69,72934237;Johan Knudtzens gate 25;Kirkenes;9900;
COOP MIDT NORGE SA AVD 158 COOP BYGGMIX SNÅSA;12,38229737;64,24682531;Snåsavegen 4;Snåsa;7760;
COOP OPPDAL SA 202 SKIN TONIC OPPDAL;9,69033084;62,59501235;Aunevegen 3;Oppdal;7340;
COOP NORDVEST SA (1477) EXTRA EIDE;7,44759903;62,91639541;Eidetorget 14;Eide;6490;
TROMS SALGSSENTRAL AS AVD BARDU;18,3462533;68,86294852;Fogd Holmboes gate 48;Bardu;9360;
COOP NORDVEST SA (1478) COOP PRIX BUD;6,91689424;62,90631223;Strandavegen 1;Bud;6430;
TREND RINGEBU;10,13998476;61,53043417;Hanstadgata 5;Ringebu;2630;
TREND VINSTRA;9,76558259;61,5894708;Nedregata 1;Vinstra;2640;
COOP BRUSAND SA;5,74767558;58,53998069;Bru 17;Brusand;4363;
SKAGE SAMVIRKELAG SA;11,76094812;64,46389476;Kjerkvegen 1D;Skage i Namdalen;7860;
OS MEIERI SA;11,22661272;62,49677845;Søstergata 13;Os i Østerdalen;2550;
TRØNDELAGMAT SA;11,47539657;64,01961048;Bogavegen 20;Steinkjer;7725;
MEGAFLIS SANDEFJORD AS;10,1809447;59,14194472;Pindsleveien 9;Sandefjord;3221;
STEINSENTERET ÅSANE SAND OG SINGEL AS;5,301113347;60,48173059;Salhusvegen 54;Nyborg;5131;
OPTIKER WØLLO AS;10,20346439;59,7444643;Øvre Torggate 4;Drammen;3017;
RØROS ELEKTROHANDEL AS;11,38116024;62,57563408;Peder Hiortgata 7;Røros;7374;
TO BAKERE AS;11,4669131;60,12330772;Skolegata 4A;Årnes;2150;
HANDELSHUSET STEINKJER AS;11,49162167;64,01124295;Sjøfartsgata 2;Steinkjer;7714;AMFI Steinkjer
HANDELSHUSET FAUSKE AS;15,39508429;67,25843338;Sjøgata 74;Fauske;8200;
MIKAEL SOLLI AS;14,41365592;67,28225562;Gamle Riksvei 7;Bodø;8008;
TP-ENGROS AS;7,79463715;63,10864609;Haukvikenga 4;Kristiansund N;6517;
SPORT 1 ÅSANE AS;5,3217287;60,46596925;Åsane Senter 36;Ulset;5116;
HEIANE MAT AS;5,4537031;59,76177338;Meatjønnshaugen 6;Stord;5412;
FRODE LEDAL AS;9,69075986;62,59369515;Sunndalsvegen 3;Oppdal;7340;
BUNNPRIS & GOURMET NYBORG AS;10,35173243;63,4138178;Gamle Oslovei 28A;Trondheim;7020;
GRUNNAN DAGLIGVARE AS;9,85266643;63,29771709;c/o REMA 1000 Orkanger Mælaveien 2;Orkanger;7300;
KELIO DAGLIGVARE AS;6,67606119;62,6739539;Lyngjavegen 8;Midsund;6475;
SKEIDAR TVEDTSENTERET AS;5,70185549;58,8957699;Lagerveien 2;Stavanger;4033;Tvedtsenteret
NORDÅSVEIEN PLANTESENTER AS;10,94769724;60,88492661;Nordåsvegen 11;Brumunddal;2382;
MEGA FLIS TØNSBERG AS;10,4320265;59,27633981;Kilengaten 15;Tønsberg;3117;
AISTE STULAITE AS;29,71271679;70,63108763;Skogholmvegen 4;Båtsfjord;9990;
DAMPSAGA DAGLIGVARE AS;11,48919929;64,01873664;Bogavegen 6;Steinkjer;7725;
SKEIDAR SKULLERUD AS;10,83028855;59,87007217;Enebakkveien 300;Oslo;1188;
BYGGEVAREHUSET NAMDAL AS;12,00948651;64,5064701;Industrivegen 22;Overhalla;7863;
LINDAAS DAGLIGVARE AS;9,96233846;59,40108115;Lågaveien 25;Svarstad;3275;
TREKLØVER MAT AS;10,26159103;59,75473242;Ringeriksveien 4;Lierstranda;3414;
FYLLINGSNES MØBLAR AS;5,28708306;60,54732301;Kvernhusmyrane 5;Isdalstø;5914;
COMPANYS SIRKUS AS;10,45502353;63,43678641;Falkenborgvegen 1;Trondheim;7044;
SKEIKAMPEN DAGLIGVARE AS;10,10485132;61,32873804;Kjoslivegen 9;Svingvoll;2652;
MAGNUS VELKOM AS;9,5883845;59,19137255;c/o REMA 1000 Moflata Maribakkane 2;Skien;3728;
OLIVIAS VERDEN STORO AS;10,6099965;59,88296821;Bjerkestrand 31;Snarøya;1367;
FANTOFT HAGESENTER AS;5,40846;60,17662718;Bjørnevollen 1;Hagavik;5217;
HUSFLIDEN HAMAR BUNAD AS;11,07982844;60,79578711;Vangsvegen 62;Hamar;2317;CC Hamar
OTTA MAT AS;9,53683347;61,7702168;Storgata 17B;Otta;2670;
SPORTSHUSET SVOLVÆR AS;14,55905828;68,23329326;Lofotgata 33;Svolvær;8300;
SAKSHAUG SPORT AS;11,49253863;64,01028402;Amfi Steinkjer Sjøfartsgata 6;Steinkjer;7714;AMFI Steinkjer
BUNNPRIS LERKENDAL AS;10,4142043;63,4133659;Dybdahls veg 5;Trondheim;7051;
RAGLAMYR FARGEUTSALG AS;5,3279305;59,39496479;Longhammarvegen 21;Haugesund;5536;
BOHUS TORGGATA AS;10,74700918;59,91343939;Torggata 3;Oslo;0181;
DUESTIEN KOLONIAL AS;9,6028372;59,21391925;c/o Joker Duestien Duestien 15;Skien;3717;
ØRA FARGE OG MILJØ AS;8,56680557;62,67353664;Sunndalsvegen 14;Sunndalsøra;6600;
ØLVE MAT AS;5,80598146;60,00982955;Ølvesvegen 523;Ølve;5637;
HANDELSHUSET SKOGN AS;11,19323326;63,70296892;Gamle E6 1321;Skogn;7620;
WINDINGSTAD MAT AS;9,08391748;61,13156809;Vindevegen 2;Heggenes;2940;
MATCENTERET AS;7,72360379;63,1191193;Lars Guttormsens gate 76;Kristiansund N;6510;
ASKER FARGEHANDEL AS;10,43994676;59,81941217;Røykenveien 136A;Asker;1386;
HAMMERFEST MASKINFORRETNING AS;23,6759399;70,67125327;Fuglenesveien 82;Hammerfest;9601;
ARENDAL FISKEMOTTAK AS;8,77746661;58,46167257;Kystveien 28;Arendal;4841;
DOMBÅS MAT AS;9,12336589;62,07167021;Gudbrandsdalsvegen 2576;Dombås;2660;
HUSFLIDEN BODØ AS;14,38809172;67,28524434;Storgata 23;Bodø;8006;
SKOGSTAD OPTIKK AS;9,66170036;63,69171697;Yrjars gate 29;Brekstad;7130;
ONARHEIM HANDEL AS;5,77361618;59,85939063;Onarheimsvegen 4;Husnes;5460;
SKEIDAR KRISTIANSUND AS;7,77296269;63,10943843;Nordmørsveien 54;Kristiansund N;6517;
SKEIDAR FREDRIKSTAD AS;10,99009032;59,24745693;Dikeveien 15;Rolvsøy;1661;
BOHUS LOFOTEN AS;13,62215552;68,14402907;Idrettsgata 71;Leknes;8370;
O E STRANDE AS;7,1613653;62,73762561;Storgata 52;Molde;6413;
MALERBODEN STORD AS;5,45442448;59,76167245;Meatjønnshaugen 4;Stord;5412;
CORNER TKSPORT AS;12,63218268;66,02165485;Torolv Kveldulvsons gate 36A;Sandnessjøen;8800;
NORFRA EKSPORT AS;18,93455048;69,63531034;Strandvegen 106;Tromsø;9006;
FIRKLØVEREN GARTNERI AS;6,68989523;58,09789014;Holmenveien 3;Vanse;4560;
Tornerose AS;16,56626703;68,77943861;Skilleveien 5;Harstad;9411;
ASTORIA BLOMSTER AS;11,0753257;60,79342967;Vangsvegen 23;Hamar;2317;
OASEN BERGEN UR OG GULL AS;5,29179476;60,34895628;Folke Bernadottes vei 52;Fyllingsdalen;5147;Oasen
STANGE BLOMSTER AS;11,19087266;60,71747724;Storgata 27;Stange;2335;
VIK NÆRKJØP AS;8,62413906;58,36862589;Vik Temseveien 2;Grimstad;4885;
SAREPTA BLOMSTER AS;5,46502463;60,42131724;Ådnavegen 63;Indre Arna;5260;
BERGEN MURSENTER AS;5,34405948;60,36670836;Kanalveien 51;Bergen;5068;
ENES OG OLSEN FARGEHANDEL AS;11,48120914;63,7948579;Johannes Bruns gate 9;Verdal;7650;
DATAREKVISITA NORGE AS;10,77926025;59,73691341;Bilittveien 6;Vinterbro;1407;
ZOO KRABATEN AS;9,64087974;59,13794573;Kulltangvegen 70;Porsgrunn;3921;Down Town
OPTIKUS MAGNUS JACOBSEN AS;18,95364013;69,64627205;Strandgata 9;Tromsø;9008;
DUELL AS;11,97981435;60,20007696;Kristian Walbys veg 5;Kongsvinger;2212;
TYNSET JERNVAREHANDEL AS;10,77757428;62,27788231;Ringveien 3;Tynset;2500;
STEIRO INTERIØR OG FARGE AS;15,41588865;68,69401433;Strandgata 26;Sortland;8400;
INI STYLE ØYRANE AS;5,19214376;60,36522032;Alvøens skolevei 19;Godvik;5179;
JULA NORGE AS AVD 629 HARSTAD;16,53945783;68,7904473;Verkstedveien 1;Harstad;9406;
COOP SØRØST SA AVD 2611 EXTRA KAMFJORDJORDET;10,24542468;59,12818005;Hegnaveien 3;Sandefjord;3235;
MADLA HANDELSLAG SA AVD KJERNVIK;5,60280457;58,97102524;Alkeveien 1;Hafrsfjord;4049;
UNDHEIM HANDELSLAG SA AVD DETALJHANDEL;5,77314253;58,68224674;Kjelvevegen 1;Undheim;4342;
COOP FINNMARK SA AVD EXTRA KRONSTAD;23,39040009;69,96334595;Tømmerveien 3;Alta;9515;
EXTRA MOKSHEIM AVD 268;5,30798627;59,36346166;Røysvegen 1;Vormedal;5545;
EXTRA SØRLANDSSENTERET AVD 2659;8,1314316;58,17977143;Barstølveien 33;Kristiansand S;4636;Sørlandssenteret
PRIX BYHAVEN AVD 45;7,990189043;58,14814723;Tordenskjolds gate 36;Kristiansand S;4612;
COOP NORDVEST SA (2626) EXTRA DIGERNES;6,606120622;62,49328959;Digernes næringsområde 3;Skodje;6260;
NG KIWI VESTFOLD TELEMARK AS AVD 563 STATHELLE;9,69302294;59,04439777;Krabberødveien 1;Stathelle;3960;
COOP ØST SA AVD 2869 COOP PRIX HØYBRÅTEN;10,92898887;59,94435061;Høybråtenveien 79;Oslo;1088;
COOP ØST SA AVD 2667 EXTRA RYENSVINGEN;10,80599477;59,89398018;Ryensvingen 1;Oslo;0680;
COOP ØST SA AVD 2632 EXTRA NESSET;10,73474725;59,73055304;Nessetveien 69;Vinterbro;1407;
FELLESKJØPET OTTA 5266 BUTIKK;9,5385929;61,77768284;Skansen 6;Otta;2670;
FELLESKJØPET KLØFTA 2852 VERKSTED;11,14499152;60,07936111;Dyrskuevegen 1;Kløfta;2040;
SYNSAM TRONDHEIM SOLSIDEN;10,41280236;63,43494131;Beddingen 8;Trondheim;7042;Solsiden
MONTÉR NÆRBØ;5,63793703;58,66370655;Opstadvegen 3;Nærbø;4365;
OPTIMERA PROFFSENTER HELSFYR;10,80707598;59,91104521;Østensjøveien 9;Oslo;0661;
EUROPRIS OTTESTAD 461;11,13052307;60,76865211;Holmlundvegen 1;Ottestad;2312;
KIWI AVD 010 DAL;11,18675947;60,25814389;Skinnstudumpa 4B;Dal;2072;
KIWI AVD 009 GOL;8,9421537;60,70150716;Sentrumsvegen 96;Gol;3550;
POWER NORGE AS AVD CITY;10,74881947;59,91251687;Dronningens gate 40;Oslo;0154;
NG KIWI NORD AS AVD 154 FAGERENG;18,89866;69,64690612;Kvaløyvegen 156;Tromsø;9013;
BILTEMA NORGE AS AVD 275 LADE;10,44543396;63,44485753;Haakon VII's gate 7;Trondheim;7041;
LØVENSKIOLD HANDEL AS AVD 338 MAXBO HOLMEN;10,48150155;59,85477575;Vogellund 31;Nesbru;1394;
H & M HENNES & MAURITZ AS AVD 770 GJØVIK;10,69363482;60,79999069;Jernbanesvingen 6;Gjøvik;2821;CC Gjøvik
EUROSPAR FAGERNES;9,23622764;60,98707749;Valdresvegen 28;Fagernes;2900;
NG KIWI VEST AS AVD 828 MIDTUN;5,37008077;60,32124189;Ulsmågskaret 1;Nesttun;5224;
KIWI AVD 071 ROVERUD;12,05850485;60,252665;Roverudgata 30;Roverud;2216;
KIWI AVD 047 EIDSVOLL;11,26045675;60,32784331;Vormavegen 25;Eidsvoll;2080;
NG KIWI ROGALAND AS AVD 699 TANANGER;5,58704866;58,93624901;Skibmannsvegen 3;Tananger;4056;
RITUALS COSMETICS NORWAY AS AVD DRAMMEN GULSKOGEN;10,15797163;59,74252941;Guldlisten 35;Drammen;3048;Gulskogen Senter
NORMAL NORGE AS AVD NO1039 PORSGRUNN;9,64087974;59,13794573;Kulltangvegen 70;Porsgrunn;3921;Down Town
RITUALS COSMETICS NORWAY AS AVD SKIEN HERKULES;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
CUBUS CC HAMAR STADION AVD 82C;11,08408481;60,79729131;Vangsvegen 100;Hamar;2318;CC Hamar
NG KIWI BUSKERUD AS AVD 388 VIK;10,28068052;60,07761131;Røyseveien 39;Røyse;3530;
NG KIWI VEST AS AVD 836 NESTTUN SENTRUM;5,35341224;60,32006553;Nesttunvegen 90;Nesttun;5221;
NORSK BUTIKKDRIFT AS EXTRA BRAVEIEN AVD 4656;11,37637905;59,13756474;B R A veien 55;Halden;1782;
NG KIWI ROGALAND AS AVD 628 AUGLENDSVEIEN;5,71993099;58,9455133;Auglendsveien 52A;Stavanger;4019;
NORSK BUTIKKDRIFT AS EXTRA LONEVÅG;5,49670526;60,52528196;Fotlandsvegen 7;Lonevåg;5282;
NG KIWI AGDER AS AVD 704 RISØR;9,21415037;58,71774218;Krags gate 124;Risør;4950;
EUROPRIS PORSGRUNN 442;9,63864995;59,1404065;Porselensvegen 14;Porsgrunn;3920;
KID INTERIØR AS AVD 149 LAGUNEN STORSENTER;5,33115459;60,29686524;Laguneveien 1;Rådal;5239;
NEW YORKER 80003 STAVANGER;5,73576952;58,97072712;Klubbgata 5;Stavanger;4013;
NORSK BUTIKKDRIFT AS EXTRA FEVIK AVD 4204;8,67585203;58,38129648;Feviktoppen 17;Fevik;4870;
KAPPAHL AS AVD 385 JESSHEIM;11,17183406;60,14276055;Storgata 6;Jessheim;2050;
MONTÉR ØRSTA;6,097368;62,18836629;Industrivegen 26;Ørsta;6155;
SPRELL BUTIKK AS AVD STORO;10,775387;59,9468424;Vitaminveien 7;Oslo;0485;Storo Storsenter
EUROPRIS RINGEBU 414;10,14552008;61,53010898;Brugata 7;Ringebu;2630;
FLYING TIGER COPENHAGEN SØRLANDSSENTERET;8,12953997;58,17992054;Barstølveien 31;Kristiansand S;4636;Sørlandssenteret
SPAR DRAG;16,08043178;68,04427054;Hellandsveien 1;Drag;8270;
NORSK BUTIKKDRIFT AS EXTRA MAXIS AVD 4566;8,74731904;58,4545128;Vesterveien 44;Arendal;4839;Maxis Senter
ANDERSEN AS AVD KAUPANGER;7,22476491;61,19261038;Bordvegen 20;Kaupanger;6854;
EUROPRIS KOKSTAD 500;5,25324763;60,29431147;Kokstaddalen 18;Kokstad;5257;
EUROPRIS MERÅKER 600;11,73911596;63,41709858;Mellomriksveien 4869;Meråker;7530;
KAPPAHL AS AVD 400 STEINKJER;11,49162167;64,01124295;Sjøfartsgata 2;Steinkjer;7714;AMFI Steinkjer
JYSK STORD AVD 538;5,46422608;59,76505328;Ringvegen 1;Stord;5412;
FLYING TIGER COPENHAGEN GULSKOGEN;10,15797163;59,74252941;Guldlisten 35;Drammen;3048;Gulskogen Senter
NG KIWI MØRE AS AVD 906 DEKNEPOLLEN;5,150445655;61,92302283;Nordfjordvegen 9248;Deknepollen;6718;
PLANTASJEN NORGE AS AVD LANDØYA;10,49443169;59,85996806;Landøyveien 2;Nesbru;1394;
NG KIWI VEST AS AVD 876 BJØRKHEIM;5,730830761;60,4014311;Bjørkheim 10;Årland;5652;
COOP NORDVEST SA (2584) EXTRA KAUPANGER;7,21998944;61,19294536;Furuvegen 3;Kaupanger;6854;
ASKER TRELAST AS AVD VØYENENGA;10,46974698;59,9137051;Ringeriksveien 179;Vøyenenga;1339;
BYGGMAKKER HANDEL AS AVD RÅDE;10,87462586;59,3516132;Sarpsborgveien 5;Råde;1640;
VENG NORGE AS AVD OSLO;10,84279615;59,92231126;Smalvollveien 63;Oslo;0667;
COOP HAMMERFEST SA AVD 001 COOP DOMUS;23,68577176;70,66294586;Strandgata 8;Hammerfest;9600;
NG KIWI MØRE AS AVD 916 KREMMERGAARDEN;6,15385774;62,47124575;Rasmus Rønnebergs gate 6;Ålesund;6002;
CUBUS ZEBRA SENTER STEINKJER AVD 890;11,49253863;64,01028402;Sjøfartsgata 6;Steinkjer;7714;AMFI Steinkjer
